,MedHouseVal
17346,3.268
17818,1.5
14314,0.87
14497,2.042
10708,0.723
17181,3.68
20632,1.156
19220,1.413
20242,2.445
18666,2.217
14746,1.321
3467,2.701
17358,1.577
19820,1.0
2885,0.508
16101,2.608
454,3.389
9354,5.00001
1839,3.114
20563,1.325
4408,1.5
2786,1.188
8591,3.292
535,2.927
2574,0.869
16130,3.75
20367,5.00001
13931,1.572
16637,3.3
18156,3.275
9511,1.221
20298,1.656
8219,1.125
7494,1.064
11373,2.738
19963,0.704
9438,1.05
4981,1.161
300,0.895
18370,3.985
10282,2.461
8658,3.662
5884,2.545
3820,1.917
17746,1.337
6876,1.703
4618,2.817
2604,1.194
18687,2.286
18010,2.78
8123,1.176
1992,0.567
6465,2.353
17361,1.589
18930,1.431
9095,2.649
8356,1.649
5485,5.00001
11639,2.867
1019,2.011
5865,2.299
13249,1.469
3670,1.727
16707,3.15
2788,1.804
9190,1.917
7131,2.658
7980,1.648
11626,2.63
14206,1.589
11218,1.595
16436,1.75
4880,1.24
15446,1.594
8440,2.225
877,2.242
301,0.938
20128,1.879
1476,1.063
7959,1.677
10744,5.00001
12827,0.962
12887,1.331
19400,1.565
979,2.472
518,3.986
474,1.699
8586,5.00001
11919,1.108
2745,0.736
8315,4.147
19747,0.705
10078,1.456
5517,3.626
19517,0.699
15682,5.0
15861,2.537
7258,1.428
15540,1.996
18956,0.942
19174,3.431
20373,3.188
12470,1.816
9041,1.401
532,2.079
14172,1.568
12071,1.771
10897,1.75
12921,1.634
16685,2.177
10055,1.431
13240,1.917
18047,3.393
18486,2.798
4621,4.45
8933,5.0
17312,0.621
14101,1.518
19620,0.735
3625,1.787
20003,0.713
18203,4.5
14240,0.942
20400,2.414
487,2.895
372,1.079
4572,1.525
14311,0.829
1484,1.908
20226,1.605
6225,1.907
2554,0.722
6836,2.23
14923,1.861
17230,4.436
16762,2.38
1714,1.09
4406,1.375
2583,0.875
16113,2.724
6459,2.738
10706,0.811
15529,1.911
11948,1.037
1657,2.374
15020,1.744
441,1.448
5163,1.114
10793,4.585
1949,1.461
4070,5.00001
1916,1.634
11384,3.298
12768,0.652
20265,2.082
18656,2.286
19942,1.328
19887,0.662
7981,1.659
16199,0.59
2062,0.928
14472,2.744
10295,2.35
11979,1.15
2068,0.813
16573,1.532
19439,1.824
9337,2.752
6843,1.922
10313,2.33
8164,2.271
11586,2.232
11660,1.901
2208,1.078
15888,1.853
1325,0.87
17220,3.818
7647,1.907
13852,1.004
6996,1.732
19671,1.5
13102,1.444
589,1.958
15275,1.224
4183,2.125
15576,1.667
17239,2.281
7263,1.125
10877,1.653
1551,2.961
19686,0.641
10335,4.137
14681,2.64
11057,1.875
5346,4.275
6495,1.817
17046,4.513
19566,0.934
13365,2.25
13946,1.625
3394,1.765
2360,1.333
4901,1.072
19204,2.583
11062,1.904
15170,1.694
2532,0.53
4375,2.0
15022,1.735
6734,5.00001
15104,1.345
9884,1.948
5143,0.991
4393,1.843
553,2.281
15147,1.772
2213,3.459
19953,0.899
232,2.634
13495,0.792
2600,0.592
15837,3.804
8236,1.625
9440,1.208
16187,0.768
6676,3.302
5835,2.846
2334,0.546
8257,1.547
12610,1.648
19014,1.125
15493,2.478
9890,1.833
4945,1.223
17653,2.403
3934,2.584
1188,0.49
3303,0.69
18257,3.536
19645,1.313
1687,2.432
18877,0.9
10229,1.55
5736,3.704
10252,1.846
906,2.279
15754,5.0
14056,1.306
6321,3.249
13652,1.167
17206,2.75
8344,1.599
14097,1.0
1438,2.028
20303,1.674
396,2.182
5934,1.98
20234,2.038
12641,0.87
11929,1.368
16898,5.00001
16021,3.99
10976,1.395
7599,1.158
3592,2.554
6021,0.919
8434,2.389
8242,1.525
20110,1.379
16497,1.109
10847,2.535
19228,1.903
17748,2.21
10121,1.375
13335,1.943
9452,0.7
14010,5.00001
17,1.555
4803,1.207
20534,1.791
3808,2.027
1514,2.161
15155,3.149
9981,1.425
1159,0.738
16662,2.47
7872,1.955
7867,2.438
18750,0.847
4716,3.625
17057,3.621
12678,1.337
20492,2.046
15126,2.021
16509,1.921
17501,1.825
7679,1.753
4657,3.273
12049,0.962
174,1.27
8418,1.437
15038,2.268
19832,0.518
10610,2.356
7035,1.628
4458,1.442
13902,0.981
10358,3.148
5659,2.939
8044,2.195
1292,1.308
3239,0.647
19625,0.715
3464,1.585
17797,3.308
20025,0.629
11353,1.428
17957,2.876
7456,1.622
1231,0.848
4075,5.00001
812,2.095
10574,5.00001
17727,2.276
2783,1.083
1715,1.708
18964,1.185
15145,1.865
5990,2.26
15562,2.875
12724,1.941
15770,4.559
1229,1.009
11363,2.072
2085,0.784
10224,1.882
1802,1.042
9646,1.406
12604,0.654
18158,4.301
20629,1.083
14982,1.433
4634,3.0
14459,5.00001
11791,2.094
5054,1.878
14988,1.304
11882,0.967
11488,2.956
16000,3.336
6720,5.00001
13568,1.35
11983,1.211
14888,1.504
2919,0.753
5852,2.5
17779,2.099
11200,1.75
13706,0.804
7161,1.255
17330,0.844
11127,1.625
1067,1.375
3983,4.33
11922,1.338
10382,2.75
6474,2.024
4893,1.199
8080,1.563
20583,1.375
1400,1.864
7488,1.25
18573,1.55
3477,3.44
2036,0.931
10203,1.625
5292,5.00001
2899,0.475
2892,0.555
19459,2.905
5515,3.072
11681,1.651
13627,0.78
1559,3.413
8779,2.448
7122,1.601
18485,2.603
9074,1.163
10411,2.339
12589,0.591
6378,4.104
10716,2.962
6133,1.458
3339,1.031
14468,5.00001
4319,5.00001
447,2.279
3195,0.602
13557,0.788
19399,0.902
7084,1.847
11051,1.464
12903,1.422
18629,3.566
14103,0.948
7656,1.174
2074,0.488
8408,1.469
17713,2.639
16468,0.878
2715,0.875
18252,3.545
13059,1.116
5694,3.369
3200,0.855
5303,5.00001
9548,1.139
19365,2.326
8675,2.719
6549,1.658
6338,2.652
12670,0.931
6188,1.607
9397,3.892
4322,3.42
254,1.024
18448,2.533
19806,0.875
8311,5.00001
14826,1.271
14021,2.4
16641,1.95
1367,1.783
11775,1.693
7226,1.569
12253,1.125
17297,2.797
18968,0.991
15538,2.75
12511,1.001
3511,1.992
6775,2.045
18890,1.458
12139,1.363
20232,2.75
370,1.358
14600,1.59
16882,4.577
3306,0.582
4842,1.688
18196,2.526
16308,1.669
14222,3.039
12072,1.371
4206,2.089
6065,3.683
19871,0.506
8614,2.929
16326,1.349
11898,2.352
11945,1.293
5623,1.642
12799,0.814
9201,1.037
7303,1.58
9482,1.05
14743,1.424
20085,1.051
20585,0.836
3176,0.839
19647,1.103
9472,0.966
9544,0.673
6081,1.917
1422,1.364
13208,1.043
2693,1.463
10857,1.528
5072,0.965
6620,2.25
5158,1.013
80,1.625
13489,0.928
8251,1.462
17959,3.139
13254,2.511
17800,3.28
844,2.443
10228,1.68
12147,0.986
10239,1.144
15143,1.469
10995,2.23
16893,5.00001
164,2.25
17177,3.185
778,1.75
14476,2.607
15791,1.625
9163,2.385
18587,1.901
6659,1.731
2719,0.885
20287,1.649
4187,2.445
14797,1.337
2747,0.972
16435,1.55
5970,1.772
4426,1.925
6286,1.781
12091,1.18
8070,4.186
8420,1.677
8176,2.433
19527,0.907
13404,0.935
533,2.153
2448,1.115
3540,2.613
13076,0.896
6318,1.655
1650,1.812
6810,2.109
16003,3.134
3712,1.813
10891,1.577
8199,2.094
7082,1.748
9773,1.005
15563,1.699
19534,0.813
13677,1.065
1653,3.536
3930,2.177
32,1.104
5706,3.417
9764,2.884
12514,1.212
9711,1.931
10039,1.231
1754,1.651
20075,1.046
15100,1.449
11232,1.834
10294,2.061
12595,0.784
2841,0.698
13192,1.31
12156,1.773
8784,3.838
3907,2.247
2553,0.702
18550,2.435
5484,4.667
18893,1.429
12177,1.733
9103,1.41
11085,1.828
19114,2.911
15197,2.822
8924,5.00001
3536,2.373
8039,2.241
20349,1.25
9608,0.798
14009,4.116
9863,1.863
378,0.925
1131,1.097
98,1.7
12631,0.834
3687,1.741
12891,1.079
5323,3.05
14552,2.495
10043,1.538
10217,1.773
14015,2.896
9131,1.513
10942,1.594
16905,3.75
9578,0.83
17874,2.267
12474,1.093
5271,5.00001
13714,1.625
13006,1.6
936,2.482
5950,2.092
6674,1.982
15252,3.944
18776,0.786
14625,1.648
8313,3.607
116,2.185
3241,0.421
15064,1.337
6628,1.488
435,1.875
2961,0.699
14440,2.382
19526,1.375
12614,1.583
10645,5.00001
12973,1.357
14912,1.393
3449,1.574
12859,1.125
17579,2.333
10429,2.494
9761,2.746
18230,2.906
16283,0.618
4486,1.375
5958,2.094
10386,2.479
12611,1.603
17979,2.705
17768,1.601
6756,3.522
10452,2.881
11667,1.952
6153,1.434
970,3.004
4573,2.083
13047,1.125
5518,3.614
3980,2.101
11996,2.032
3807,2.021
7327,1.59
20449,1.821
5162,0.897
2825,1.306
16954,3.766
4733,3.381
19896,0.494
973,2.33
19791,0.792
13172,2.905
265,1.6
18805,0.804
4629,1.75
5159,0.991
4281,1.75
3372,1.911
9123,1.429
7820,1.931
19754,0.736
4767,1.222
11623,2.019
248,1.023
10440,3.413
4488,1.428
5077,0.972
4145,1.721
310,0.947
2478,0.647
1385,2.877
13320,1.104
16566,2.402
15028,1.553
4837,1.364
4110,4.838
13612,0.9
5255,5.00001
19821,1.063
16992,2.921
5693,2.712
12781,0.659
9749,0.729
10258,3.5
2706,0.832
9116,1.026
16548,1.415
4975,1.24
17040,3.748
15774,4.5
11201,2.125
2548,0.646
15783,2.5
2648,0.723
17189,2.777
11468,2.714
14757,0.932
5155,0.898
1658,2.88
17283,3.353
17742,2.922
14525,1.696
14185,0.989
10204,1.821
14613,1.236
9196,0.956
16034,2.386
4748,1.958
12956,1.154
18536,2.4
18965,1.085
816,1.904
18151,2.715
5866,2.091
7675,1.674
2549,0.705
4779,1.511
2930,0.425
17660,2.819
4118,2.477
18534,2.609
54,0.875
9458,1.0
10247,2.898
6039,1.194
12443,0.535
5902,1.46
16878,3.871
1128,0.85
13379,2.456
12378,0.55
14366,2.638
19480,1.279
12878,1.005
4526,1.393
6717,3.147
992,1.25
15864,3.2
13995,0.872
5555,2.667
12739,1.64
8570,4.922
13420,1.434
20627,1.625
3757,1.774
7259,1.493
4847,1.058
6971,2.438
1251,0.627
14417,2.125
6654,1.886
7670,1.74
9859,1.953
16422,1.625
8957,3.406
9052,2.25
16026,2.614
13481,0.913
13020,2.147
14739,1.488
15334,0.917
7387,1.12
7079,2.144
1688,2.186
14499,1.801
8446,2.948
11332,2.373
3705,1.92
12582,0.721
10362,1.972
16782,2.708
4494,1.091
5207,1.202
19934,0.889
9256,0.523
11759,2.037
715,1.5
7309,1.567
18514,2.45
4374,2.109
8812,3.573
1731,1.1
16118,5.00001
13501,0.845
1211,0.949
19110,2.309
10803,3.667
7871,1.796
1261,1.565
15037,3.796
7977,1.626
15967,2.191
9744,1.528
3041,0.375
2754,0.731
4823,5.0
285,1.353
107,2.594
19855,0.696
3607,1.694
8747,3.289
12916,1.6
16712,2.048
711,1.841
12801,0.609
5507,3.013
13616,0.788
9401,5.00001
7583,1.031
17664,2.409
11927,1.426
20564,1.514
2371,0.589
18501,1.313
15201,3.106
4146,1.964
91,1.375
3208,0.675
3600,3.19
16255,0.483
2411,1.083
2742,1.101
4310,2.125
6531,1.993
13622,0.702
11689,1.74
6835,2.539
20466,2.333
14226,1.651
16178,2.237
10526,1.385
5674,5.00001
12178,1.465
2402,0.922
13419,1.547
11130,1.784
18422,2.495
12426,0.963
284,1.573
3965,2.156
16360,1.0
19353,2.28
16144,4.213
7095,2.104
8206,1.537
17951,2.526
11783,1.426
16496,1.413
2587,1.531
3039,1.462
9683,2.318
18863,1.246
1646,5.00001
1135,1.218
3997,3.289
16962,3.969
13075,0.956
10907,1.714
2192,1.125
19178,2.084
16679,2.75
10511,2.829
1760,1.416
12733,3.202
20365,2.593
5995,1.121
7852,1.46
15608,2.489
20305,1.92
8042,2.11
12113,1.326
13939,1.104
4967,1.425
2015,0.535
11284,2.292
8687,2.838
17929,2.871
14083,3.0
2067,0.742
9107,2.281
7844,1.509
4751,1.65
15958,2.316
20411,2.407
15926,2.619
16275,0.483
10703,2.298
7664,1.761
13342,1.491
6988,1.679
18754,0.606
7270,1.833
3512,2.184
8002,2.033
9699,1.29
14813,4.222
12030,1.328
8814,5.00001
188,1.055
7546,1.304
17613,2.882
12327,0.611
12926,1.392
3772,3.65
2617,0.736
16074,3.213
12957,1.245
2728,0.596
9828,2.9
20475,1.934
4775,1.381
18202,2.801
4367,4.127
8561,3.397
5523,3.16
18280,5.00001
7332,1.694
2476,1.125
20397,2.322
17545,3.09
4048,5.00001
18216,2.893
16120,3.5
13393,1.614
911,2.876
10267,2.406
1176,0.451
9864,2.213
5059,3.321
11404,2.742
16681,2.676
3890,1.968
18526,2.531
15190,2.615
16660,3.37
641,2.647
1613,3.671
13899,0.75
2576,0.83
10163,3.49
18703,0.582
8136,2.286
15415,0.908
7796,1.627
12341,5.00001
14114,1.231
17345,1.415
20148,1.918
7834,1.44
17186,5.00001
8246,1.625
3902,2.275
4868,2.75
17949,2.541
15044,3.164
12266,0.817
2611,1.063
3910,1.911
1525,2.668
5817,2.605
17763,1.945
15900,2.708
13509,0.706
13850,1.156
19050,0.981
4210,1.643
20588,0.613
6646,2.0
6442,2.239
7162,1.297
11924,1.207
17341,2.75
20461,2.399
503,1.194
20361,2.356
7185,1.5
1585,5.00001
17176,3.192
15438,1.66
18581,1.948
11596,3.762
7262,3.5
12017,1.156
7277,0.929
1024,1.406
519,3.407
13153,2.415
1269,1.254
12816,1.17
6829,2.448
2404,0.52
16204,0.425
18515,1.875
15106,1.433
20600,0.717
13805,0.766
8083,2.048
10788,3.076
12267,1.234
5909,1.546
17325,2.894
7427,1.653
10182,1.914
1742,1.142
6243,1.569
17279,5.00001
19318,1.2
7195,1.533
18108,3.727
18204,3.642
13623,0.875
16722,2.058
20637,0.923
1989,0.475
13434,0.899
10758,5.00001
11159,2.259
3749,1.908
4270,2.375
8404,1.7
16896,4.34
19656,0.615
6645,1.464
376,0.952
6742,2.285
19774,0.864
11068,2.717
20276,2.429
15070,1.136
11561,1.777
17045,5.00001
2531,0.697
18561,2.658
12934,2.503
4691,4.056
4251,4.051
3163,0.535
5265,5.00001
4808,1.302
7862,2.027
5549,2.945
1213,0.799
7609,1.365
19897,0.541
3782,4.447
18188,2.304
16378,0.99
2507,0.719
17039,3.947
18066,5.00001
11029,2.201
17340,1.148
716,2.056
8588,4.604
5762,2.419
16894,5.00001
12638,0.605
19914,0.828
5966,1.504
9710,1.923
13263,1.453
2550,0.82
6848,2.457
17371,1.301
20051,0.51
18647,2.567
13326,1.04
12264,1.308
12954,1.212
3182,0.723
7338,1.705
17350,1.64
15706,1.175
6608,2.37
15820,2.5
16853,3.19
8573,5.00001
5122,1.404
7059,1.441
17100,4.96
15168,1.211
15882,2.01
9470,1.162
11457,4.083
12933,1.695
16079,3.408
15050,1.976
5965,1.926
11845,0.882
15590,1.899
12351,1.622
6421,1.53
17339,1.94
5434,4.201
17920,1.984
11735,1.384
8424,2.045
7522,0.882
5243,5.00001
15124,1.966
1627,3.542
19879,0.724
19271,3.047
8507,2.421
9329,1.875
17219,5.00001
7678,1.683
8006,2.237
3054,0.59
11466,3.531
13629,0.867
29,1.32
18039,4.764
20282,1.791
9910,1.629
7758,2.22
15241,5.00001
16841,3.446
13008,1.44
12629,0.777
6658,1.714
6244,1.511
11192,1.988
9366,5.00001
2579,1.43
14151,2.188
9222,0.638
6057,2.539
9760,2.107
10808,1.854
14843,1.114
6463,2.567
8321,1.098
11669,1.942
5020,1.142
9185,3.209
14705,2.347
1626,4.043
14579,2.082
9658,0.875
13194,1.282
924,1.931
17270,3.418
3009,0.917
556,2.434
17703,1.775
860,2.835
8387,2.188
611,1.835
16659,2.317
18888,0.992
11099,2.25
18277,5.00001
18777,0.806
18009,2.653
5764,2.083
18607,3.949
15451,2.839
2006,0.612
3828,1.922
9102,1.358
212,1.25
18651,2.285
6211,2.188
15764,3.375
5580,2.263
11122,2.23
10072,1.163
12840,0.811
17363,1.315
9501,1.761
20471,1.969
12188,1.113
16343,1.456
6138,1.641
9640,0.863
14042,1.641
13972,0.908
17464,3.122
20115,1.159
3279,0.865
12148,0.833
16975,2.929
2698,0.658
16567,2.151
16974,3.301
2534,0.953
8691,2.523
8895,4.5
10893,1.74
13132,1.212
3906,2.283
13226,1.235
7907,2.865
4442,1.442
15428,1.217
1189,0.804
5646,2.189
17671,1.524
7353,1.5
8544,2.75
7495,0.9
4182,2.444
16897,5.00001
554,2.34
11027,1.96
16008,3.136
6466,2.489
18886,1.035
17864,2.287
10736,5.00001
9742,2.865
4584,1.875
1332,1.519
15265,2.527
7300,1.417
1696,2.487
9748,1.357
8443,2.319
3391,1.726
2312,1.408
20138,1.813
6152,1.418
5714,2.85
18631,3.864
16764,2.877
5325,4.947
18138,3.515
18228,2.74
208,1.227
4815,1.325
19733,0.823
16254,0.542
12472,1.151
14560,1.902
12939,1.898
19012,1.897
3125,2.75
17537,1.831
2282,0.683
13490,1.123
9756,1.298
15007,1.542
13624,0.677
12731,2.257
416,3.356
11675,2.126
9247,0.48
9716,1.689
325,0.834
13440,1.277
5491,5.00001
2545,0.683
6928,1.509
9296,2.932
6449,4.452
225,2.396
1642,2.137
10510,2.72
18149,3.424
13267,1.01
13578,0.768
9862,2.18
5639,2.656
14784,1.444
16658,2.262
4490,1.094
12777,0.605
8749,3.878
16597,2.487
5619,1.547
12922,1.436
18134,3.521
1781,0.79
12978,1.325
19006,1.375
15766,3.545
713,1.75
11947,1.16
11087,2.118
11310,1.885
18791,0.745
8906,3.818
16392,2.479
15169,1.591
19063,3.333
13261,1.557
19426,1.254
15559,1.423
13686,1.407
2105,0.508
9047,1.594
2636,0.796
13926,0.691
3448,1.452
3507,2.103
4543,1.297
12202,2.153
17796,2.862
1572,2.564
10824,2.115
5032,1.139
11435,3.44
12386,2.388
13425,1.818
8661,3.798
7467,1.394
14594,1.62
9798,3.988
8704,3.141
19312,2.095
8307,5.00001
12119,1.977
15013,1.548
7502,1.208
14627,1.589
3165,0.512
688,1.521
14422,2.444
18417,2.532
17643,2.636
6910,3.793
11867,1.438
3078,2.164
18567,2.181
17882,0.475
6778,3.547
10344,2.566
15840,3.477
8994,2.871
16126,5.00001
20561,1.089
12093,2.491
16371,1.028
3527,2.712
2645,0.751
20406,2.868
4237,4.987
5949,2.353
14421,1.906
13122,1.602
8563,2.75
15683,5.00001
12615,1.802
8375,1.477
15687,5.00001
17209,2.438
1577,3.593
5258,5.00001
17538,1.708
1602,4.261
10726,4.421
542,2.654
3899,1.937
17512,3.913
17019,4.17
15729,1.469
11741,1.281
13984,1.0
8084,1.813
16828,2.81
13119,1.917
5959,2.289
1648,2.101
11022,2.314
18553,1.964
15818,2.65
10286,2.457
18303,3.141
16398,0.875
6102,1.513
5670,3.215
2827,2.375
4879,1.0
18849,0.801
3295,0.778
20301,1.608
18068,5.00001
11486,1.348
9539,0.727
4147,1.736
2947,0.529
14128,1.05
8690,2.781
7826,2.258
8435,2.427
15462,1.357
13217,1.797
14158,1.554
16772,2.524
3811,2.291
1541,4.694
10989,2.528
3669,1.616
14877,1.5
8932,4.5
18363,5.00001
15585,1.344
4566,1.875
1766,1.353
1721,2.125
10464,5.00001
14338,1.958
3706,1.625
12792,0.926
18709,1.042
14207,1.099
286,1.367
18457,2.658
19540,0.883
4080,2.631
3711,2.119
4530,1.15
5061,1.0
18597,2.048
17973,2.646
3251,2.25
19707,1.152
17695,1.235
13938,1.324
20409,2.646
20454,1.985
13957,1.5
10082,1.984
9738,1.353
13155,1.462
9179,3.237
16350,1.407
16856,2.427
4239,4.344
11011,3.246
16375,0.941
5843,2.227
11950,1.269
18503,3.9
19495,1.514
6913,2.824
13184,4.269
11052,2.11
12628,0.703
2421,0.873
20628,0.924
15208,2.415
19735,0.798
5960,2.03
8341,1.721
7926,2.131
19845,0.517
19484,1.031
17171,5.00001
1547,2.66
20159,2.45
16855,3.179
4026,3.159
6667,3.005
19149,1.042
16976,2.737
4594,2.75
2511,1.625
709,1.703
6370,2.706
6394,4.373
16729,2.675
19409,1.563
1300,0.973
9731,2.299
15018,1.713
1000,1.844
19357,1.406
14180,1.169
3246,0.613
12128,1.272
11420,3.167
4805,1.341
8098,1.478
1429,1.382
10685,1.618
12654,0.703
14690,1.741
15360,1.344
9224,0.619
12906,1.621
14452,3.76
13903,0.65
9700,1.352
12936,1.696
18132,3.447
14057,1.688
9596,1.335
2054,0.883
3153,0.855
11131,1.839
1482,1.75
19970,0.495
18382,5.00001
20436,5.00001
19993,0.515
5129,0.992
1071,0.851
6178,1.869
17013,2.867
15950,2.65
15578,1.672
16533,1.125
6127,1.534
1299,1.134
13532,1.249
7941,1.88
11235,1.774
78,1.125
17853,2.379
7453,1.718
11045,2.256
17236,5.00001
18398,2.993
15302,1.98
6322,3.343
12884,0.929
16921,2.9
14610,2.171
7680,1.716
13007,1.588
8297,3.981
1224,1.223
19383,0.947
3330,1.125
20084,0.998
907,2.686
13002,1.243
13129,0.883
15077,2.5
9558,0.746
15587,1.981
11288,2.157
12452,0.655
10890,1.505
2240,1.26
14698,1.777
2496,0.689
16744,2.515
8171,2.563
7388,1.125
13561,1.597
17235,5.00001
16972,3.097
2023,0.441
10950,1.58
6727,5.00001
16718,1.713
15216,2.318
966,3.341
5728,5.00001
2735,0.625
14341,4.667
6377,3.074
10177,1.417
8805,5.00001
14218,1.504
16515,0.919
304,0.973
7592,0.926
13502,0.734
8294,4.393
1944,2.028
9180,5.00001
12507,1.378
4055,3.825
15251,2.307
17886,2.193
16503,0.909
722,1.809
652,1.889
9430,1.635
9257,0.525
12529,1.088
12499,1.4
14821,0.475
19913,1.019
10173,2.058
16015,5.00001
15266,2.146
19664,1.224
5951,2.33
4335,2.475
2041,1.717
2332,1.002
1018,2.11
11838,0.878
14763,0.875
15009,2.171
9033,5.00001
17093,2.984
8377,1.375
7023,1.52
3786,1.941
20314,1.966
15502,2.796
9513,1.146
19044,1.285
7289,1.844
13970,0.924
768,1.906
20382,4.234
18962,1.263
11293,1.934
9071,0.977
20281,1.811
6362,1.429
4987,1.2
5957,1.943
1697,2.729
9241,1.118
2571,1.006
7466,1.457
114,2.431
7696,2.91
6427,1.301
8407,1.539
887,2.138
3569,2.304
10931,1.832
14670,0.922
20341,2.142
5584,1.759
7822,2.166
11706,1.24
16545,1.61
20076,1.281
15498,2.374
17488,1.5
16192,1.104
5282,5.00001
13160,1.553
3818,2.177
1764,1.358
19084,2.117
18325,5.00001
10048,1.649
662,2.231
14216,1.298
9726,2.063
17055,3.832
11914,1.153
10507,3.414
3345,0.481
19269,1.676
1442,1.923
603,2.038
6866,2.333
11414,3.502
8016,2.181
10506,3.155
4534,1.418
5093,1.073
13987,0.571
5033,1.089
18015,2.868
14952,1.571
13556,0.695
9429,4.3
12713,0.987
16564,3.273
1239,1.083
14962,2.409
2765,0.575
3568,2.349
13755,1.172
2245,0.722
8128,1.991
18690,2.027
10023,1.444
5073,0.966
19298,1.667
7621,1.692
18540,4.0
1550,3.435
7055,1.583
10175,1.617
8017,2.196
19730,1.375
7439,1.481
16857,2.53
14920,1.434
14046,1.717
13506,0.69
5113,1.132
19734,0.791
11764,1.987
999,2.277
10874,1.978
1840,2.632
1302,1.334
3618,1.743
780,1.872
10542,3.457
102,2.375
5450,3.109
1510,3.588
14302,1.563
20513,2.25
10383,1.848
17521,2.995
13905,0.724
2330,1.125
14897,0.962
15561,1.728
16389,1.068
12088,1.1
1522,2.925
5869,2.304
15364,3.257
5225,0.875
17456,1.283
1091,1.167
16733,1.172
1102,0.675
17083,3.208
10551,3.074
14282,1.203
13308,1.288
1774,1.403
3385,3.169
9969,2.476
18618,3.22
10013,1.403
20029,0.677
13697,0.825
10807,2.152
17503,2.107
13224,1.243
8726,3.534
5963,2.23
9113,2.621
8585,5.00001
16736,3.152
5375,2.375
8062,4.903
9722,2.535
1690,2.694
19722,0.675
9754,3.366
9351,5.00001
7625,1.67
5750,3.312
3045,0.958
15523,0.985
13496,0.727
11608,3.909
17998,2.961
6193,2.208
6393,3.915
183,1.235
14568,1.66
6953,1.692
14001,0.683
2029,0.508
5476,3.72
16820,2.362
15503,3.403
3235,0.532
395,3.5
18387,3.559
9126,1.093
3181,0.691
7698,2.46
8743,3.462
4338,2.271
14179,1.267
16043,2.597
18814,0.775
2482,0.65
2848,0.891
11736,1.843
6783,2.789
3859,2.794
17805,1.635
15467,2.185
15522,1.372
11545,2.356
4828,2.346
19142,1.724
17661,2.674
7015,1.612
134,3.352
16390,2.018
11213,1.531
13968,1.33
16170,5.00001
402,3.754
1729,1.313
10547,3.371
15460,0.875
1144,0.875
231,2.033
16405,1.25
1807,1.121
12722,1.917
18274,5.00001
2176,0.801
3040,1.104
8892,3.5
8621,3.293
2757,0.755
18494,1.78
3287,1.125
19405,1.609
2044,1.538
15004,1.429
6980,2.908
5289,5.00001
11694,3.937
19958,0.783
19362,2.954
39,1.76
11593,2.471
17650,2.186
12648,1.375
16348,1.313
17060,4.276
16887,4.5
12283,0.63
19287,1.975
20502,3.25
6552,4.548
11808,1.905
19179,3.344
15079,1.25
14773,1.426
8100,1.39
16932,2.5
13605,1.237
15902,2.547
2904,0.844
15484,1.726
13202,0.913
8029,2.263
11274,1.739
19209,1.694
2756,0.884
4739,2.875
1534,3.106
13266,1.488
8740,3.36
9184,2.829
14561,2.373
11334,2.761
404,3.744
18537,2.75
6203,2.044
14857,1.458
20381,3.218
19115,2.238
8347,1.89
326,0.847
1707,1.914
11746,2.766
13741,1.824
833,1.543
12221,1.347
4725,4.443
12142,1.0
9691,1.581
9745,2.526
5922,2.938
15740,1.125
13374,3.15
11225,2.274
9886,1.625
17555,2.703
13106,1.257
4036,3.354
8501,2.37
315,0.741
9944,1.304
4792,1.25
11757,2.476
7952,1.67
854,2.375
5596,1.313
3707,1.813
4655,2.263
8278,1.797
12117,1.555
6457,2.395
11185,2.167
15990,3.61
7432,1.575
14135,1.191
10967,1.927
331,0.977
18251,3.531
16410,1.5
3613,1.792
9561,1.102
11631,2.453
11184,2.132
13368,3.431
13167,2.16
1523,3.068
8139,2.253
11481,2.378
827,1.741
11219,0.45
6899,2.205
18736,0.981
17014,3.881
12236,0.912
230,1.696
11077,2.167
11160,2.023
10279,2.383
10644,5.00001
10230,1.866
2100,0.494
10321,2.66
2052,0.704
4598,2.125
2717,0.726
19037,1.176
9813,2.538
3355,0.715
3432,1.409
20191,2.236
14766,1.227
10762,4.773
19321,1.369
2281,0.475
9322,3.521
15343,1.898
17565,2.206
5961,1.917
7052,1.547
4277,2.111
14915,0.983
1153,1.423
1028,0.991
14431,1.938
5554,3.033
12802,0.701
6952,1.533
3478,3.017
13310,1.44
795,1.795
6613,3.109
1013,2.044
7525,0.943
19653,0.764
17636,2.821
13417,1.25
20587,0.703
7267,1.75
16988,3.382
1273,1.567
11000,5.00001
19697,1.001
37,1.039
16919,3.0
5277,5.00001
8765,4.885
19260,1.792
1022,1.176
16908,5.00001
20370,3.338
12946,1.473
10618,3.606
724,1.671
12296,0.55
6123,1.344
3717,2.215
14095,0.913
14038,1.292
9455,0.792
2444,0.544
86,1.188
18612,2.7
13826,0.869
14796,1.276
17474,2.683
1015,2.642
15301,1.854
7933,2.282
13429,0.911
13573,0.829
8534,2.05
18105,4.113
1819,2.677
15325,2.245
4441,1.385
465,1.964
4440,1.53
19949,0.541
19428,1.422
12234,0.87
12163,1.554
1978,1.156
14471,2.05
8345,1.862
18092,3.689
3575,4.722
14778,1.353
769,1.938
6927,1.438
6308,1.38
16879,3.409
7374,1.713
6359,1.517
16595,2.5
118,3.276
1772,1.047
16235,0.654
12666,1.031
2274,0.696
496,3.096
