,MedHouseVal
15836,3.388
15742,1.875
2144,0.723
5884,2.545
7279,1.125
11014,2.878
14288,1.754
11294,1.905
19880,0.555
1875,1.148
13174,1.0
12871,0.933
6040,1.181
4362,3.936
16387,1.55
1700,2.724
10723,4.504
20583,1.375
6147,1.416
994,2.002
4386,2.033
10770,2.26
2245,0.722
15602,1.872
15725,4.125
5883,2.495
5753,4.984
12878,1.005
14366,2.638
18705,0.753
14442,2.75
16965,3.871
12833,1.052
17060,4.276
17987,2.125
10555,2.418
14551,2.719
16623,2.668
4283,2.25
11396,3.018
9383,4.411
17662,2.89
12264,1.308
8644,4.795
10230,1.866
13882,0.993
6164,1.89
1232,1.399
17432,1.316
16942,3.569
5134,0.963
1112,0.883
2360,1.333
13965,1.478
18145,4.326
4073,5.00001
6042,0.943
12629,0.777
6346,0.946
11236,1.825
4860,1.193
16433,2.028
20129,1.905
13665,1.293
7608,1.085
628,2.625
10668,5.00001
2777,0.5
11121,1.661
14040,1.625
15382,2.083
7676,1.708
2679,0.622
460,1.75
10387,3.161
6481,1.464
3044,0.611
14336,2.625
14228,1.527
4784,2.232
18582,1.891
16330,1.621
15973,2.183
14459,5.00001
4652,3.37
12587,1.919
12469,1.479
7083,1.744
9904,2.068
6034,1.35
19177,2.027
859,2.476
3171,0.942
16111,2.757
18942,3.052
20059,0.495
1127,0.855
9208,0.961
19330,2.662
16657,2.082
282,2.93
1370,1.961
8881,4.351
258,0.948
7109,1.887
18181,2.848
20147,1.948
17295,5.00001
408,3.629
10398,2.86
13120,1.516
11437,3.433
10760,5.00001
13459,1.038
1952,1.205
1831,2.39
18686,2.798
19925,0.886
14783,1.515
1008,1.775
12209,3.372
17435,1.48
11959,1.487
10009,1.715
11238,1.804
8777,2.547
17920,1.984
14668,1.738
8984,2.75
1361,1.569
18690,2.027
10441,2.521
19118,2.006
12995,1.355
4096,3.647
3679,1.791
15595,0.987
11891,1.25
4458,1.442
14961,2.494
6407,4.29
5716,3.063
1034,1.238
15900,2.708
10850,1.938
8254,1.911
20362,2.476
7173,1.192
6448,4.302
13935,0.965
15198,2.551
16695,2.099
14882,1.897
4087,3.691
6431,2.123
14222,3.039
11757,2.476
5215,0.913
19808,0.852
3746,4.658
5550,2.99
17775,1.568
11342,1.618
170,1.25
20089,1.165
8681,2.656
13276,1.141
17787,1.717
8066,2.905
16428,2.408
676,1.878
17377,1.308
10919,1.625
12306,1.611
8929,3.538
12756,1.189
19463,1.496
18580,1.697
13100,2.376
1091,1.167
20111,1.125
4050,5.00001
18972,1.913
13788,0.35
19354,2.417
3471,1.9
9840,2.438
1083,0.69
3986,2.634
5917,1.441
13945,2.309
15116,1.408
15875,2.29
1042,1.03
15840,3.477
7333,1.894
1608,1.865
19170,3.247
16745,2.67
1901,1.078
15589,1.938
8894,4.421
20218,2.291
2137,0.875
5419,5.00001
19891,0.483
3419,1.648
3387,2.933
8913,3.273
613,2.519
13193,1.36
5976,1.809
9648,0.55
9899,3.25
15788,2.5
9539,0.727
29,1.32
11703,3.216
7859,2.258
9558,0.746
11759,2.037
12872,1.296
20463,2.644
5560,5.00001
14985,1.447
18454,2.291
3666,1.583
17403,0.985
4427,1.333
5558,5.00001
14671,2.882
15809,4.273
10003,1.952
10908,1.653
18674,2.952
20302,3.058
361,2.5
5583,1.844
7855,1.695
14330,1.375
7639,3.294
10400,4.474
7756,1.975
18201,2.397
18093,3.962
14131,1.25
8168,2.198
2375,0.581
15624,5.00001
20332,2.796
13151,1.936
15620,5.00001
610,1.883
10584,3.024
15359,1.434
6284,1.645
6532,2.055
17274,2.361
18295,5.00001
15260,1.487
16284,0.678
11911,1.578
1311,1.426
17964,2.798
17232,2.806
9240,1.012
17001,4.04
15628,4.125
5958,2.094
8087,2.099
1382,1.999
8578,5.00001
3953,5.00001
3519,2.329
10652,4.991
4883,1.365
9039,1.5
7535,0.988
8993,2.691
17272,2.55
2289,0.709
15140,1.853
7171,1.403
7585,0.979
2872,0.554
7787,1.58
17200,4.384
13981,1.577
19809,1.188
7528,0.882
15098,1.435
12836,1.03
12633,0.746
9344,3.369
20498,2.298
5704,2.637
13691,0.875
4268,2.5
18096,4.747
12373,0.991
16262,0.553
12237,1.189
9788,2.5
13491,1.016
18981,1.404
14111,0.934
13322,0.905
15066,1.125
7674,1.711
16098,2.832
19558,0.68
575,1.0
12041,1.591
85,0.982
18935,3.204
12808,0.693
17955,3.156
11376,1.521
2350,0.836
1245,0.928
16250,0.544
16899,3.864
2343,0.936
14329,1.875
9708,1.232
13057,1.105
6116,1.382
11015,3.592
9357,5.00001
8796,5.00001
16292,0.577
6406,4.309
1756,1.869
11025,2.223
13406,1.016
1261,1.565
12941,2.706
16132,3.353
11289,2.365
16647,2.589
12792,0.926
14172,1.568
3725,3.355
15815,4.9
12080,1.956
8986,2.283
18037,4.05
9495,2.77
13379,2.456
18162,4.03
3322,0.75
18892,1.482
585,2.664
9527,1.208
11377,2.609
13679,1.651
6761,1.975
18817,0.71
7022,1.722
14562,2.004
17990,2.625
10831,2.097
19334,1.951
13786,0.983
14899,1.219
8481,1.372
16870,3.474
10136,1.704
16951,4.112
12134,1.435
12809,0.658
13142,0.729
18236,2.76
7159,1.45
16861,2.75
4901,1.072
9146,2.202
19830,0.72
3063,0.585
7406,1.709
8792,5.00001
16162,3.485
2154,0.73
12727,1.33
5972,2.757
7345,1.608
3011,1.139
2737,0.708
2203,0.913
4599,1.125
4000,3.897
4332,2.2
14167,1.583
15354,1.869
13951,1.441
17058,3.619
14828,1.063
6440,2.336
2667,0.467
13079,1.14
1540,3.906
11611,3.556
13221,1.577
2506,0.581
2583,0.875
10576,3.266
11083,2.512
6785,4.773
13596,0.75
2215,2.292
10004,1.948
4965,1.125
7942,1.984
4116,5.00001
19532,0.825
15386,2.438
7949,2.141
5340,3.363
5025,1.089
17098,4.433
1551,2.961
13811,0.704
16966,3.541
5900,2.183
20012,0.621
15689,5.00001
10322,2.882
15304,2.667
5331,3.375
5690,3.527
20352,0.525
13619,0.882
19053,0.964
8959,3.551
11237,1.8
10246,2.803
7408,1.588
12568,0.943
147,2.277
12196,4.656
5381,3.728
1514,2.161
15492,1.68
12189,1.006
11975,1.169
16218,0.946
5418,4.657
19421,1.519
11538,1.86
15835,3.837
4335,2.475
3555,2.545
9643,0.82
4915,1.074
7542,1.046
17716,3.384
16609,1.627
18692,2.247
9289,1.188
19946,0.546
17829,2.585
20257,1.603
12371,3.417
3010,1.5
10781,3.109
1485,2.982
9519,1.089
19960,1.392
15903,2.849
11591,2.701
7899,2.656
15870,2.25
4575,2.071
5650,2.258
13059,1.116
3239,0.647
17937,2.865
7197,1.213
19296,2.159
9299,3.973
16028,2.642
11199,1.647
2852,0.856
7426,1.515
793,1.726
3314,0.969
17644,2.833
10814,3.588
17367,1.337
10394,1.708
1755,2.108
17337,2.751
11633,2.583
2056,0.923
3542,5.00001
13,1.913
926,2.469
265,1.6
10012,1.627
8653,4.3
2517,0.696
14582,1.759
16195,1.076
15489,1.539
19001,1.81
637,1.417
5052,1.063
14033,1.594
6125,1.53
3905,2.291
7525,0.943
15817,2.667
1412,2.321
19692,0.53
9048,1.411
11714,2.833
10363,2.827
6743,2.799
16051,3.238
336,1.076
18585,1.713
9580,0.958
12181,1.013
9681,0.875
1262,1.688
11499,1.889
16621,2.836
12723,1.894
8517,2.101
5980,1.36
19040,1.356
8054,1.344
4790,1.182
5325,4.947
3451,2.116
11627,3.988
12964,1.02
12856,0.727
9329,1.875
9672,1.3
7097,2.198
7431,1.542
6055,3.107
10206,2.935
20035,0.509
1326,0.946
5378,2.325
11667,1.952
1222,1.016
8109,1.375
18206,2.708
1352,0.953
756,3.5
3623,2.059
14928,2.452
14020,2.615
12365,0.909
2579,1.43
8771,3.277
3481,4.507
942,1.833
3367,0.735
17075,2.181
8128,1.991
7030,1.625
1607,1.027
14306,0.875
3407,1.973
10098,1.619
5674,5.00001
15470,0.916
526,2.157
4650,2.915
18723,1.516
13358,1.502
6917,2.967
10585,2.765
4649,3.8
16743,2.337
647,1.679
11977,1.285
11301,1.84
13963,1.828
10040,1.083
4659,3.058
570,3.507
2714,0.675
10132,1.964
10407,2.15
8554,2.472
7539,1.104
18016,2.551
4247,5.00001
12881,1.24
13199,1.44
13107,0.912
3278,1.083
1797,0.861
6071,4.627
9478,0.769
17851,1.44
12074,1.503
9192,3.75
12219,4.29
17695,1.235
12455,0.615
4645,1.875
402,3.754
5327,2.833
16369,0.905
6551,5.00001
17824,4.25
16555,1.792
14110,1.018
6594,5.00001
15631,3.0
16232,1.136
17294,5.00001
17419,1.281
16811,2.44
20477,2.21
18433,2.912
6454,2.715
3857,3.531
19791,0.792
10992,2.342
10471,5.00001
2906,1.471
2600,0.592
8865,5.00001
3808,2.027
13424,1.492
58,0.803
2633,0.864
19992,0.511
20473,2.221
1889,3.134
14824,1.188
17122,1.734
13910,1.163
626,2.055
8694,2.486
9343,3.201
6119,1.326
1971,1.317
7220,1.66
5421,5.00001
1258,2.094
2118,0.869
7793,1.149
11649,2.792
15869,2.333
3716,2.172
3767,3.418
19735,0.798
3898,1.884
15231,5.00001
14660,1.791
529,1.979
11953,1.139
12939,1.898
2055,0.742
5977,2.123
6693,2.811
11885,0.958
3506,2.096
19615,1.0
3999,3.083
520,2.899
644,3.418
12965,1.249
20248,2.75
19480,1.279
7506,1.054
14615,1.875
2064,0.667
3862,3.375
14252,0.968
9351,5.00001
13180,2.549
7121,2.107
20233,5.00001
20324,1.941
8980,2.75
17106,5.00001
6824,2.081
19050,0.981
8265,1.938
3840,2.21
13851,0.823
10732,5.00001
8557,3.761
2902,0.638
13016,2.745
7020,1.635
7326,1.321
6864,2.364
3837,2.155
4805,1.341
7642,1.669
3109,1.028
10642,4.333
18246,3.4
2787,1.397
1012,1.792
10432,2.31
12686,0.821
7226,1.569
1198,0.562
15285,2.455
5019,0.987
1157,0.975
14345,2.55
5944,1.855
6548,1.67
18591,3.5
13814,0.62
1140,0.838
8842,2.729
12087,2.405
13223,1.655
4240,4.357
18575,1.62
16135,5.00001
18586,1.922
8035,3.36
10895,1.591
3137,0.398
6465,2.353
8698,2.613
15873,2.65
6819,2.24
13306,1.118
6640,1.625
16790,3.229
1977,0.98
17617,2.4
3612,1.772
3708,1.716
4536,1.463
20122,1.563
19275,1.856
11468,2.714
10755,5.00001
9948,2.286
2380,0.693
14048,1.544
3502,1.581
18282,5.00001
4375,2.0
16867,2.651
4400,2.135
8763,4.822
2040,1.179
8038,4.813
7631,1.629
18264,3.429
12738,1.464
9564,1.021
1393,2.355
9570,0.689
7164,1.238
3664,1.646
15424,1.569
18531,2.175
7442,1.597
13642,0.67
11428,2.472
8194,2.348
4198,1.688
13587,0.682
1404,1.962
9860,1.563
4513,1.426
15225,3.198
17411,0.861
12339,2.302
10635,3.134
10736,5.00001
17538,1.708
18099,4.314
403,3.573
1553,3.458
5420,5.00001
10657,2.728
16054,3.361
3906,2.283
16933,2.833
5078,0.931
7843,1.438
7434,1.561
9170,2.363
16443,1.135
10454,5.00001
18057,4.158
20446,1.941
2167,0.803
11491,2.488
14768,1.449
883,2.54
885,1.894
10176,1.743
18179,2.394
18758,0.758
1678,1.742
19458,1.481
12446,0.713
19252,1.91
4603,5.00001
16925,2.583
7777,1.597
17735,2.356
12432,1.0
5624,1.506
15696,4.25
5083,1.0
6265,1.635
18400,2.346
15209,2.387
12696,1.028
3658,1.932
18835,0.813
9867,1.289
2417,0.567
5469,2.675
12811,3.313
17345,1.415
19398,0.919
2643,0.771
13860,1.631
16427,1.857
6828,2.01
17430,1.34
5804,1.875
9834,2.875
1296,1.508
5903,1.618
4164,1.539
18785,0.854
15733,3.462
13407,0.992
10874,1.978
14875,1.398
4938,1.035
14079,1.67
2956,0.658
13054,0.956
12655,0.721
9857,5.00001
8896,4.708
4364,3.186
15830,3.879
10146,3.021
16993,3.222
2627,1.005
1660,2.917
8049,2.173
3270,1.641
18926,2.292
375,1.18
581,2.952
1172,0.633
15748,3.643
9231,0.958
12125,1.132
3950,2.358
15166,1.786
276,2.081
10361,2.866
16117,2.711
4026,3.159
13274,1.928
7519,1.019
6872,1.842
10224,1.882
11387,2.113
7302,1.573
18290,5.00001
16944,3.697
2687,1.43
13220,1.931
16383,1.379
7779,1.592
19350,2.667
12617,2.046
20084,0.998
17251,2.583
9923,1.381
8471,1.805
9701,1.304
9483,1.471
12668,1.098
2917,0.813
13121,1.578
18497,3.05
15404,1.96
16444,1.167
4851,1.5
5530,3.659
20492,2.046
12646,1.1
904,2.25
13539,0.855
16533,1.125
11388,2.949
18492,2.036
16645,2.229
19742,0.875
20479,1.866
15789,1.125
2381,1.601
10388,3.48
7049,1.618
20428,4.258
2649,0.575
2491,0.66
3052,0.632
6867,2.147
18217,2.846
1646,5.00001
13009,1.305
13721,1.125
5091,1.07
18321,5.00001
580,2.415
16939,5.00001
13366,1.833
14948,2.233
9976,3.033
1548,2.698
4346,5.00001
11834,2.44
10030,1.097
916,2.583
6779,3.093
9796,5.00001
8290,5.0
8719,3.79
5219,0.975
13560,0.737
17179,3.451
8897,3.536
4555,1.625
15035,1.558
13103,2.409
16438,1.528
6161,1.954
1842,2.737
9916,1.836
8551,2.375
3141,0.833
11817,2.019
19988,0.833
1747,1.078
14196,1.03
12611,1.603
569,2.062
3333,0.847
14315,0.925
1346,1.775
16859,2.125
5811,2.071
13582,0.658
20500,2.27
19610,1.281
8527,2.459
2918,0.695
229,1.799
7813,1.846
1269,1.254
19142,1.724
8606,2.9
17674,1.734
13030,1.154
10903,1.734
6126,1.262
5901,2.194
18007,2.83
19162,1.654
10257,2.54
5443,3.213
16422,1.625
2564,0.81
14570,1.625
15648,5.00001
310,0.947
12484,1.375
5137,0.968
18759,1.416
19982,0.544
18850,0.719
3038,0.828
4527,1.143
15428,1.217
19342,1.833
18035,2.812
10430,2.841
4775,1.381
12743,1.645
7633,2.18
5941,2.221
1774,1.403
2577,0.928
3590,1.707
1872,2.0
11422,2.646
3122,0.508
13723,0.819
19798,0.615
8259,1.594
14610,2.171
4092,3.417
12390,4.033
7186,1.458
19845,0.517
8626,4.727
12478,0.705
14754,1.345
16644,3.288
15266,2.146
8811,4.147
15101,1.173
3705,1.92
6774,3.5
9033,5.00001
4463,1.293
11000,5.00001
3744,3.847
658,2.18
17985,2.675
16447,0.995
8620,3.338
7176,1.265
4378,2.688
6747,2.707
13521,1.643
11327,1.88
752,2.108
9167,2.377
9718,2.938
17497,2.764
19231,1.878
17918,2.611
1420,0.875
5595,1.28
14896,0.675
12451,0.734
2335,0.789
12876,0.965
6329,3.304
13549,0.664
16636,2.939
18601,1.851
3819,2.554
1493,3.223
1251,0.627
6978,2.385
4048,5.00001
10284,2.728
876,1.58
63,0.761
19060,2.547
14990,1.269
10505,5.00001
9416,5.00001
10847,2.535
16454,1.254
1394,1.669
18545,2.375
3787,1.854
16666,3.316
18328,5.00001
15601,2.318
9664,0.561
20377,3.663
10349,2.781
18355,5.00001
1106,1.179
518,3.986
20562,1.072
242,1.426
5774,2.537
10229,1.55
5356,4.125
9957,3.611
2631,0.79
10527,4.538
5160,0.914
12715,4.483
17482,2.889
4932,0.919
9427,2.707
16539,1.05
8046,1.866
13056,1.033
6343,1.125
9750,2.449
6086,2.069
17182,3.558
7261,1.125
8225,1.75
3541,2.58
11692,1.619
11432,3.333
16375,0.941
12485,1.375
12929,2.323
407,4.305
11280,1.884
5475,3.258
6831,2.08
1796,0.915
18326,4.92
13038,1.59
20478,2.258
1944,2.028
12204,1.873
941,2.08
4577,2.659
1599,4.333
10439,2.438
17903,2.545
9168,4.5
6845,2.023
4893,1.199
12770,0.78
11200,1.75
9267,0.617
7951,2.138
7293,1.5
9900,1.527
8856,5.00001
12532,0.938
11623,2.019
11197,2.825
18489,2.515
4861,5.00001
12198,1.556
16057,3.312
3142,0.733
20632,1.156
19267,1.643
17246,2.326
16802,3.026
16869,3.364
13296,1.443
11780,1.479
17301,3.46
13229,3.601
10671,5.00001
6880,1.832
13888,0.647
14224,2.674
10458,5.00001
14310,0.72
16688,1.53
3016,1.283
5840,3.521
1027,1.292
18406,2.309
14326,0.225
20043,0.73
3998,2.628
4777,1.839
3940,2.277
16308,1.669
4837,1.364
19579,1.705
20378,3.375
501,1.063
5610,1.745
15580,1.702
7526,0.961
3115,0.917
683,2.192
4482,1.375
19321,1.369
5803,2.75
17171,5.00001
3379,2.576
11712,1.458
8013,2.262
5790,1.938
13145,0.528
14936,2.216
14636,1.663
8474,1.813
4565,1.656
1353,1.007
14682,2.786
7690,4.536
10366,3.039
14831,1.206
5655,2.605
1738,1.501
20299,2.152
3125,2.75
18011,2.694
13524,0.868
15077,2.5
2648,0.723
4687,3.5
3682,1.875
20357,2.413
12287,0.911
200,0.808
17979,2.705
2670,0.725
3736,3.127
635,1.75
9956,3.313
78,1.125
4204,2.109
996,4.188
7001,1.603
15178,1.379
12346,1.452
7929,1.627
17115,3.527
4876,2.25
18706,0.869
8372,3.238
1026,1.19
20204,1.875
11456,4.427
2324,1.114
16605,2.567
17600,2.966
8334,1.267
3053,0.719
9134,2.399
5104,1.31
8148,4.025
8071,2.522
8244,1.625
16064,3.118
3630,2.33
5403,3.467
15890,1.938
11092,2.801
8561,3.397
1723,0.804
10081,1.523
14599,1.875
8854,5.00001
1002,1.746
17905,2.699
2630,0.581
4551,1.813
6218,1.955
3700,1.764
18743,0.759
287,1.607
1122,1.049
1727,0.686
16450,1.288
1101,1.413
9365,4.055
6717,3.147
2253,0.995
20225,1.653
12653,0.712
14730,1.851
3331,0.75
10615,3.291
10491,4.808
9381,5.00001
1537,2.758
4697,4.743
13439,1.283
6976,1.971
11409,2.765
11944,1.133
7210,1.524
2022,0.344
18608,3.833
6808,2.346
10904,1.232
6085,2.2
10510,2.72
6366,3.118
10463,2.393
18291,5.00001
19679,0.725
16457,1.548
11586,2.232
9310,5.00001
16538,0.741
8177,2.539
10194,1.821
11889,0.799
4286,2.063
8354,1.698
15036,3.016
20230,3.955
2934,0.494
248,1.023
13961,2.265
18360,5.00001
11588,2.074
4971,1.266
15865,2.773
10870,1.375
16007,3.351
6801,1.917
1890,1.261
9021,3.461
13361,5.0
607,1.849
4123,2.581
13803,1.08
739,1.883
12156,1.773
17781,1.848
17415,1.188
10536,3.977
14099,1.4
13668,0.73
1038,1.072
703,2.419
10099,1.613
12255,1.207
4662,2.143
12473,1.375
17078,2.635
5752,5.00001
14752,1.38
4343,1.739
2074,0.488
13496,0.727
15041,1.328
6309,1.683
10023,1.444
13370,1.818
8987,4.391
7763,1.676
15446,1.594
2967,1.034
11404,2.742
20621,0.775
1299,1.134
14781,1.607
18573,1.55
9436,1.038
2763,0.325
12571,0.757
17960,2.858
11455,4.292
1033,1.167
16499,1.576
14841,1.18
8141,2.182
15851,3.31
4580,4.0
12415,0.689
8187,5.00001
15825,4.0
3926,2.392
14801,1.445
13183,2.522
16010,4.169
10798,5.00001
1713,1.711
3436,1.361
5691,2.542
7931,2.109
4880,1.24
2969,2.458
5545,4.563
1521,2.598
15445,2.07
9863,1.863
484,1.982
18894,1.269
3036,1.573
15416,0.986
9914,2.104
16187,0.768
11632,3.185
10873,1.552
15132,1.725
19973,1.139
20017,0.729
8210,1.297
18289,5.00001
13345,0.957
10573,2.434
11999,2.571
10666,5.00001
17087,2.553
12439,0.667
3551,3.5
13519,1.332
43,1.888
7673,1.651
10352,2.574
14493,2.674
15150,1.193
4249,5.00001
2970,1.763
4360,5.00001
17297,2.797
3393,2.156
9323,2.313
13508,0.724
11189,1.872
14867,0.575
7798,1.683
11990,1.41
11254,1.625
13323,0.792
4906,0.996
17989,1.813
2588,0.575
10111,3.038
1132,0.858
7360,1.42
11958,3.141
6070,4.025
2645,0.751
12342,1.59
16314,0.964
3427,1.48
7482,0.932
18901,0.984
2290,0.846
13978,1.286
9830,2.792
3126,1.375
13201,0.953
3582,4.075
8457,2.354
5995,1.121
514,5.00001
16954,3.766
18394,2.694
6345,1.075
2694,1.138
5258,5.00001
3364,0.675
15251,2.307
8032,3.147
5659,2.939
19203,1.375
20118,0.994
4990,1.014
19211,1.672
2287,0.714
5653,2.685
6526,1.745
6900,2.115
11515,5.00001
384,1.031
11791,2.094
10532,1.443
16759,4.176
4325,3.048
10545,1.583
7769,1.411
11513,4.85
1753,1.036
17704,2.194
12911,2.4
9082,1.719
15717,4.5
5848,1.813
19776,0.798
17177,3.185
4308,2.182
2225,1.883
12698,0.957
5326,1.813
15500,5.00001
15795,3.25
20452,1.968
7471,1.411
13714,1.625
19846,0.928
18663,3.152
18434,1.848
2756,0.884
3330,1.125
9032,5.00001
8662,3.848
11949,1.141
8215,1.266
2554,0.722
3353,0.495
1997,0.526
15142,1.544
4218,4.956
11947,1.16
267,1.512
11552,1.844
9204,1.375
8363,1.435
4010,5.00001
6269,1.545
12671,1.03
14765,1.328
20461,2.399
4686,2.875
3197,1.188
2625,1.118
1761,1.391
9838,2.346
19949,0.541
7377,1.185
20038,0.523
16771,2.588
8433,2.183
7332,1.694
19295,1.75
16389,1.068
4235,4.333
20123,2.625
5499,2.875
3522,2.216
11204,1.606
10730,5.0
17504,1.819
10299,2.724
10744,5.00001
4839,1.792
8540,2.15
6240,1.603
1975,1.188
6588,5.00001
3336,1.092
2861,1.43
17128,1.566
4695,2.875
20215,2.541
17521,2.995
16611,2.069
18230,2.906
8580,5.00001
640,1.574
9120,1.035
5384,1.844
960,2.596
2644,0.925
14979,1.235
10169,5.00001
6113,1.398
3689,1.832
13873,1.234
4869,1.475
4498,1.292
12648,1.375
20125,1.204
15491,1.175
16189,1.102
3255,0.562
16361,1.0
16845,3.445
19228,1.903
3303,0.69
4914,1.038
5573,2.513
19614,0.865
1757,1.446
7335,1.786
13215,2.368
8807,5.00001
5953,2.455
8332,1.28
7800,1.535
5346,4.275
9224,0.619
6219,2.183
8074,2.54
7271,1.65
19006,1.375
14349,3.0
15856,4.5
12023,1.434
6604,1.667
17014,3.881
18520,1.313
12517,1.04
8804,5.00001
17815,3.207
7447,1.836
16530,1.614
19406,1.744
9795,3.574
15185,1.676
15600,2.174
4688,5.00001
3325,0.938
13829,1.516
8930,3.844
1047,1.185
17648,3.165
10845,2.603
10996,1.836
7233,1.537
12119,1.977
9181,2.781
17608,2.833
9514,1.274
2090,0.513
10362,1.972
18395,2.465
19872,0.71
10939,1.639
2222,1.556
14544,4.062
13752,1.499
14539,1.744
711,1.841
10411,2.339
4679,5.00001
17793,1.615
17461,2.295
5153,0.944
19238,2.652
17342,1.579
8364,1.594
10020,1.52
4897,1.008
12858,0.734
1950,1.283
14378,3.586
4622,5.00001
12351,1.622
9345,3.55
14577,1.716
6314,2.621
3489,1.52
11529,0.685
10148,4.118
6288,3.304
10581,2.728
2436,0.731
14699,1.653
13856,0.931
17839,4.41
11969,1.522
14770,1.314
14036,1.181
14178,1.091
2598,0.367
13085,1.402
13713,1.644
16963,3.882
6739,3.427
692,1.599
13992,0.885
19654,0.695
15537,2.0
9818,2.417
17008,2.824
14974,1.323
19632,2.75
3449,1.574
6144,1.613
11170,2.0
4798,1.254
15745,4.429
2563,0.741
10476,2.27
17981,3.295
11597,3.427
15862,2.433
19314,1.722
4983,1.164
8460,2.304
10759,5.00001
16912,5.00001
17849,2.611
10482,3.3
19663,0.861
15972,2.178
8256,1.804
14112,0.987
11281,2.183
18552,2.02
6847,2.35
6323,3.335
4209,1.7
7620,2.081
90,1.625
5505,3.669
7563,1.129
6995,1.646
12136,2.444
19942,1.328
8566,3.414
13240,1.917
5672,3.119
7858,1.834
13064,1.011
8523,2.427
13807,0.616
5124,0.975
16299,0.66
3738,2.042
16529,1.976
11731,1.01
9852,1.795
16068,3.202
19486,1.091
14181,1.17
16114,2.728
689,1.449
11854,0.759
4620,3.509
20604,0.65
15038,2.268
2048,0.895
3859,2.794
9584,0.853
11115,2.373
5373,3.091
15162,1.821
14072,1.142
3695,1.772
3290,0.533
18225,3.433
126,2.952
13843,0.928
17669,1.125
9157,1.695
8428,2.293
8952,2.664
18368,2.799
781,1.736
9912,1.398
15205,2.941
18003,2.735
18528,2.239
18809,0.613
7708,2.941
5854,2.451
2820,0.514
17946,2.883
17559,1.693
10044,1.601
17269,3.125
12631,0.834
12491,1.239
13472,1.224
13923,0.801
6499,1.628
14533,1.955
11960,1.38
18198,2.502
16129,3.964
2542,0.625
16584,1.417
13061,1.091
14081,1.922
12907,2.882
7610,1.019
20364,2.879
3823,2.817
10806,2.221
14583,1.651
4321,3.957
5669,2.764
12393,1.383
3814,0.938
8882,5.00001
17172,5.00001
4888,1.096
11243,2.018
10509,3.183
19985,0.745
4392,1.575
7308,1.547
16606,1.681
17720,3.782
3106,1.09
4051,2.958
8670,3.812
17146,5.00001
17797,3.308
1696,2.487
13071,1.133
16089,4.0
15645,4.0
12942,1.598
17382,1.525
14104,0.992
6770,4.691
1877,1.042
8380,1.708
2521,0.14999
7102,2.008
15896,2.063
18216,2.893
3124,0.718
3430,1.472
15183,4.504
20592,0.55
7901,2.751
13581,0.706
7762,1.758
2078,0.542
4528,1.417
3398,1.873
17117,1.573
1173,0.598
6784,3.814
7567,1.032
19953,0.899
10251,1.717
13512,0.673
8059,1.491
17120,1.606
19029,1.462
18084,3.808
16401,1.813
19650,1.336
4681,5.00001
14463,5.00001
6832,2.457
14673,1.125
12541,1.378
103,3.5
18945,1.44
20113,1.375
115,2.316
18369,2.933
10761,5.00001
12864,1.127
17623,2.642
7285,1.25
11684,2.681
10826,2.75
11887,0.823
16008,3.136
1746,0.939
16074,3.213
14981,1.695
10561,2.428
11010,5.00001
1037,1.213
2060,0.895
8567,3.822
11084,2.326
12011,2.335
3770,3.434
16744,2.515
11354,1.6
20531,2.86
80,1.625
3228,0.534
1460,2.072
2606,0.979
5506,4.5
10209,2.436
9472,0.966
12725,1.157
12229,0.858
2243,0.93
17563,2.236
2033,0.455
18989,2.051
4845,1.322
10779,2.768
16961,3.682
7971,1.369
12107,1.335
18865,1.127
19022,1.268
16005,3.495
16158,3.595
11868,1.134
17773,1.286
10922,1.664
13842,0.917
6108,1.556
13431,1.154
11494,2.878
6425,1.581
11726,0.993
12394,3.181
13485,1.332
12506,1.259
5198,0.969
10319,3.653
11865,1.938
14047,1.625
7344,1.815
4908,1.183
20114,1.03
17664,2.409
18124,3.736
7648,2.003
2458,1.016
6617,2.346
3066,0.598
2001,0.5
16467,0.707
20208,4.093
18761,1.307
7944,2.002
20181,2.25
18821,0.666
5608,1.462
18831,0.654
15103,1.342
15247,2.313
11645,2.161
4601,2.25
7857,2.049
17276,5.0
11067,1.979
9099,1.375
16163,3.247
12358,2.356
12890,1.597
13328,1.136
4351,5.00001
18805,0.804
14772,0.936
7061,1.938
7665,1.719
2853,0.87
19448,1.145
18541,3.267
7031,1.425
879,2.161
9752,2.918
17784,1.875
11266,1.914
6777,4.351
6336,3.003
4993,1.0
16151,3.938
16741,2.581
17266,3.64
18077,5.00001
4602,2.75
17070,3.118
18656,2.286
16940,5.00001
3245,0.607
3467,2.701
10852,1.926
15222,2.962
15154,3.874
5564,1.564
10093,1.926
8442,2.3
9296,2.932
787,1.895
10354,1.864
7415,1.434
16983,2.894
10695,2.298
4299,1.583
10424,3.635
15009,2.171
20502,3.25
697,1.552
15160,1.757
3424,1.478
2198,2.562
16092,3.077
14220,2.346
13184,4.269
9471,1.5
14521,1.621
8486,1.551
667,1.846
15791,1.625
13993,0.705
7166,1.092
4705,3.96
14656,1.886
7784,1.577
12515,0.97
15082,1.375
3758,1.773
105,3.134
12203,1.456
2337,1.137
1331,1.344
1151,0.652
1204,0.813
3201,0.919
6713,4.778
14657,2.051
2904,0.844
14833,0.929
19388,1.164
6226,1.825
12933,1.695
9339,3.167
12607,0.879
17850,1.869
15586,1.482
